,customer,campaign,result
7001,123,77,0
7002,608,19,0
7003,2081,14,0
7004,2019,25,0
7005,71,46,0
7006,1719,25,0
7007,40,31,0
7008,1156,70,0
7009,723,81,0
7010,1094,32,0
7011,923,78,0
7012,636,47,0
7013,1377,67,0
7014,419,89,1
7015,1988,57,0
7016,1234,39,0
7017,1230,82,0
7018,1197,90,0
7019,1260,87,0
7020,568,96,0
7021,939,72,0
7022,729,24,0
7023,2088,18,0
7024,2170,55,0
7025,1591,20,0
7026,2131,71,0
7027,1625,19,1
7028,660,60,0
7029,53,6,1
7030,1705,95,1
7031,782,10,1
7032,1143,16,0
7033,527,38,0
7034,1996,33,0
7035,395,36,1
7036,1676,8,1
7037,336,97,0
7038,163,34,1
7039,233,63,0
7040,1161,39,0
7041,517,47,0
7042,347,28,1
7043,1463,72,0
7044,180,10,0
7045,2070,63,0
7046,1615,79,0
7047,724,79,0
7048,537,3,0
7049,1824,39,0
7050,537,12,0
7051,1565,58,0
7052,1773,58,1
7053,1131,70,0
7054,1553,12,0
7055,1450,91,0
7056,587,26,0
7057,58,63,0
7058,492,62,0
7059,1330,67,0
7060,1877,7,1
7061,454,89,1
7062,1602,3,0
7063,803,25,0
7064,1650,91,0
7065,1043,44,1
7066,1915,11,1
7067,1771,83,0
7068,311,31,0
7069,661,28,1
7070,115,0,0
7071,1466,10,0
7072,1047,79,1
7073,1969,83,0
7074,654,30,0
7075,774,13,0
7076,2204,54,0
7077,430,54,0
7078,630,6,0
7079,586,54,0
7080,432,56,1
7081,121,88,1
7082,642,36,0
7083,729,22,0
7084,1893,96,0
7085,111,89,1
7086,395,54,0
7087,618,6,0
7088,1280,56,0
7089,9,40,0
7090,1673,18,0
7091,48,32,0
7092,514,65,1
7093,1811,56,0
7094,377,7,0
7095,1750,86,1
7096,1167,50,1
7097,1048,70,0
7098,1225,82,0
7099,1326,50,0
7100,63,76,0
7101,1977,69,0
7102,1790,26,1
7103,411,97,1
7104,1993,84,1
7105,2025,93,0
7106,1045,86,0
7107,996,15,0
7108,633,30,0
7109,2026,93,0
7110,842,58,1
7111,1956,79,0
7112,1643,32,0
7113,767,95,0
7114,494,81,1
7115,24,18,0
7116,12,8,0
7117,1960,16,1
7118,1492,75,0
7119,1568,53,1
7120,367,87,0
7121,1921,98,1
7122,480,46,0
7123,401,51,0
7124,918,6,0
7125,1386,76,1
7126,673,65,0
7127,1942,82,0
7128,234,65,1
7129,98,61,0
7130,1290,38,1
7131,787,4,0
7132,1698,5,0
7133,1210,38,1
7134,921,7,1
7135,2029,44,1
7136,1134,77,0
7137,295,21,0
7138,896,50,1
7139,1817,81,1
7140,1124,73,1
7141,1817,20,0
7142,681,70,0
7143,856,89,1
7144,115,38,0
7145,1664,36,0
7146,1888,15,0
7147,443,46,1
7148,1987,34,0
7149,1254,60,0
7150,1548,70,0
7151,1743,99,1
7152,550,86,0
7153,967,68,0
7154,637,99,0
7155,325,96,0
7156,1742,81,1
7157,852,45,0
7158,422,69,0
7159,1919,1,0
7160,1759,72,1
7161,1321,89,0
7162,2114,49,1
7163,2186,92,0
7164,600,15,0
7165,617,10,1
7166,1696,40,0
7167,1965,72,0
7168,680,33,0
7169,1104,86,1
7170,924,63,0
7171,132,67,0
7172,752,25,1
7173,1132,25,0
7174,1772,1,0
7175,729,17,0
7176,1332,94,0
7177,1235,92,0
7178,2220,66,0
7179,2065,72,0
7180,1539,11,1
7181,1873,32,0
7182,2197,9,0
7183,584,67,1
7184,370,55,1
7185,1356,94,0
7186,915,31,0
7187,933,75,0
7188,1382,52,0
7189,1205,83,0
7190,982,9,0
7191,534,54,0
7192,1481,39,0
7193,196,21,0
7194,2111,6,1
7195,183,0,0
7196,1650,87,0
7197,1193,26,0
7198,1450,45,1
7199,227,95,1
7200,1798,4,0
7201,1917,19,0
7202,77,88,0
7203,1078,39,0
7204,1910,4,0
7205,421,61,0
7206,768,63,1
7207,2057,43,0
7208,399,41,0
7209,564,78,0
7210,803,20,0
7211,53,89,0
7212,1026,0,1
7213,1172,79,0
7214,1794,86,0
7215,565,57,1
7216,950,40,0
7217,977,29,0
7218,1090,15,0
7219,1235,64,1
7220,1595,39,0
7221,1025,27,0
7222,2203,40,0
7223,1574,77,1
7224,1557,56,0
7225,1218,31,1
7226,1094,3,0
7227,1688,72,0
7228,1182,7,0
7229,1142,6,0
7230,595,84,0
7231,100,70,1
7232,1056,46,1
7233,1121,40,0
7234,1631,83,0
7235,166,67,1
7236,688,98,1
7237,703,39,0
7238,445,14,0
7239,2045,95,0
7240,1783,53,0
7241,2045,42,0
7242,1998,1,1
7243,2177,6,0
7244,1120,62,0
7245,250,71,0
7246,666,89,1
7247,1523,63,0
7248,2142,33,0
7249,1517,21,0
7250,217,45,0
7251,723,60,0
7252,2097,96,0
7253,1453,91,0
7254,151,64,0
7255,248,71,0
7256,1957,48,0
7257,1598,40,0
7258,1821,56,0
7259,924,18,1
7260,131,19,1
7261,1156,81,1
7262,26,80,0
7263,516,79,0
7264,1229,45,0
7265,118,34,0
7266,343,81,0
7267,561,85,0
7268,301,69,1
7269,460,52,0
7270,1362,12,0
7271,509,7,0
7272,1345,15,0
7273,1234,63,0
7274,63,93,0
7275,1323,71,0
7276,864,67,0
7277,661,56,0
7278,1926,82,0
7279,2170,31,1
7280,2226,20,0
7281,1482,65,0
7282,593,30,1
7283,490,34,0
7284,377,64,0
7285,160,52,0
7286,1693,28,0
7287,215,93,1
7288,1914,71,0
7289,2060,94,1
7290,1302,74,0
7291,1193,4,1
7292,1958,54,0
7293,463,65,0
7294,1013,14,0
7295,496,52,0
7296,2155,43,0
7297,495,32,0
7298,1295,77,0
7299,1097,51,0
7300,170,24,1
7301,1264,57,0
7302,1899,89,1
7303,554,57,0
7304,1328,75,1
7305,1124,97,1
7306,1465,41,0
7307,1187,61,0
7308,1711,4,0
7309,1281,86,0
7310,140,79,0
7311,1130,0,0
7312,1896,33,0
7313,983,9,0
7314,2219,17,1
7315,717,92,0
7316,1616,73,1
7317,2117,32,1
7318,183,94,0
7319,336,97,0
7320,2214,79,1
7321,1009,71,0
7322,644,38,0
7323,1919,22,0
7324,682,53,0
7325,1411,68,0
7326,667,52,0
7327,1151,50,0
7328,453,50,0
7329,2172,23,1
7330,1656,91,0
7331,62,32,0
7332,252,53,1
7333,1218,34,1
7334,2046,78,0
7335,931,10,0
7336,1098,26,0
7337,1300,6,0
7338,536,49,0
7339,546,61,0
7340,958,88,0
7341,457,49,0
7342,1865,90,0
7343,413,51,1
7344,1387,44,1
7345,1420,52,0
7346,1511,92,0
7347,804,93,0
7348,291,52,0
7349,1164,94,1
7350,1234,8,0
7351,32,26,0
7352,863,66,0
7353,560,52,1
7354,228,71,1
7355,2143,74,1
7356,1207,65,0
7357,2183,95,0
7358,287,42,0
7359,868,12,0
7360,1050,70,0
7361,620,57,0
7362,1617,29,1
7363,1053,9,0
7364,2176,99,0
7365,387,79,0
7366,1551,30,0
7367,2099,76,0
7368,1111,33,0
7369,95,32,0
7370,625,93,0
7371,923,38,0
7372,1322,82,1
7373,1118,33,0
7374,719,75,0
7375,1062,18,0
7376,476,42,1
7377,1613,55,1
7378,963,94,0
7379,1596,92,0
7380,118,10,0
7381,1656,51,0
7382,116,91,0
7383,637,70,0
7384,25,14,0
7385,958,2,0
7386,469,17,0
7387,93,5,0
7388,476,74,0
7389,134,70,0
7390,2159,45,0
7391,1749,56,1
7392,1640,5,0
7393,490,14,1
7394,1347,45,0
7395,2106,9,0
7396,321,25,0
7397,2233,65,1
7398,1679,89,0
7399,1595,3,0
7400,1578,31,1
7401,930,47,0
7402,2022,80,0
7403,2016,26,0
7404,2071,85,0
7405,1619,0,1
7406,1176,56,0
7407,1678,23,0
7408,1686,54,0
7409,1979,97,1
7410,479,48,1
7411,1413,90,0
7412,244,5,0
7413,1287,96,1
7414,1942,74,1
7415,1295,94,0
7416,1399,12,0
7417,1158,75,0
7418,2049,93,0
7419,2013,19,0
7420,1146,83,0
7421,1226,75,0
7422,1285,40,0
7423,634,22,0
7424,851,24,0
7425,316,40,0
7426,1374,29,1
7427,133,65,0
7428,2078,68,1
7429,2085,75,1
7430,1048,80,0
7431,2210,17,1
7432,1955,76,0
7433,2088,29,0
7434,1460,1,1
7435,467,1,1
7436,58,14,0
7437,103,77,1
7438,2061,36,0
7439,1795,76,0
7440,266,87,0
7441,1938,66,0
7442,874,12,0
7443,2202,54,1
7444,90,78,0
7445,1023,72,0
7446,1930,57,0
7447,1113,48,0
7448,1574,13,0
7449,1908,41,0
7450,1501,90,0
7451,1012,91,0
7452,2019,65,0
7453,1915,58,1
7454,1309,44,0
7455,1677,77,0
7456,184,45,0
7457,1880,61,0
7458,870,49,1
7459,1391,89,1
7460,1590,76,0
7461,1931,29,1
7462,568,9,1
7463,1785,19,1
7464,1424,77,0
7465,2089,89,1
7466,1112,30,0
7467,124,51,0
7468,849,8,1
7469,1787,17,0
7470,633,24,0
7471,1679,36,1
7472,1781,9,0
7473,1309,17,0
7474,21,4,0
7475,820,20,0
7476,709,47,1
7477,854,81,1
7478,195,34,0
7479,973,44,0
7480,1875,64,0
7481,2030,10,1
7482,1233,93,0
7483,2128,64,1
7484,494,68,0
7485,2095,82,0
7486,1889,12,0
7487,448,52,0
7488,1688,23,0
7489,683,22,0
7490,674,14,1
7491,707,82,0
7492,83,61,0
7493,1842,67,0
7494,1350,44,0
7495,2235,36,0
7496,758,16,0
7497,562,86,0
7498,1066,24,0
7499,1227,19,0
7500,2050,33,1
7501,1561,84,1
7502,702,67,0
7503,1932,46,0
7504,1135,75,0
7505,1475,97,0
7506,67,37,0
7507,953,26,0
7508,569,19,0
7509,785,86,0
7510,383,67,0
7511,521,86,1
7512,1973,64,1
7513,1192,54,0
7514,489,28,0
7515,552,94,1
7516,147,71,0
7517,1953,35,0
7518,807,15,1
7519,1823,78,0
7520,1379,56,0
7521,2053,10,0
7522,784,92,1
7523,747,59,1
7524,44,20,0
7525,1413,95,0
7526,1240,18,0
7527,1252,53,0
7528,1861,44,0
7529,161,99,0
7530,1239,59,1
7531,1181,43,0
7532,1002,51,0
7533,1271,41,1
7534,11,21,0
7535,556,24,0
7536,1735,3,0
7537,2127,28,0
7538,132,12,0
7539,1252,17,0
7540,1771,59,0
7541,747,33,1
7542,1700,3,0
7543,88,98,1
7544,769,25,0
7545,1852,49,0
7546,55,21,0
7547,1682,79,0
7548,913,79,0
7549,1787,45,1
7550,2,75,0
7551,1476,21,0
7552,845,11,0
7553,1492,27,0
7554,1959,88,1
7555,36,99,0
7556,1128,21,0
7557,1969,7,0
7558,36,15,1
7559,1064,38,0
7560,1437,56,0
7561,1943,33,1
7562,887,77,0
7563,1695,12,0
7564,614,77,0
7565,539,54,0
7566,959,38,0
7567,378,82,0
7568,1526,28,0
7569,591,42,1
7570,1443,69,0
7571,1272,53,1
7572,1710,39,0
7573,798,74,0
7574,987,10,0
7575,431,48,0
7576,1097,16,1
7577,1233,0,0
7578,493,32,1
7579,2016,90,0
7580,1873,61,0
7581,1088,10,0
7582,1508,34,0
7583,364,41,0
7584,1285,42,0
7585,1217,98,0
7586,1478,72,0
7587,1669,56,1
7588,587,89,0
7589,843,32,0
7590,1411,89,0
7591,444,0,0
7592,2188,39,1
7593,1236,46,1
7594,164,78,1
7595,1047,32,0
7596,270,72,0
7597,739,2,0
7598,665,13,0
7599,693,92,1
7600,186,80,1
7601,1191,57,1
7602,386,9,1
7603,2087,67,0
7604,297,20,0
7605,805,18,1
7606,436,30,0
7607,1924,51,0
7608,763,31,1
7609,889,15,0
7610,2095,1,1
7611,2218,92,1
7612,346,3,0
7613,324,64,0
7614,1303,60,0
7615,58,77,0
7616,946,87,0
7617,2024,3,0
7618,801,82,0
7619,638,54,0
7620,1155,8,0
7621,648,21,0
7622,794,74,1
7623,1666,44,0
7624,2047,50,0
7625,654,0,0
7626,1190,59,0
7627,2078,60,0
7628,2173,80,0
7629,912,32,0
7630,175,90,1
7631,610,88,1
7632,508,94,0
7633,237,31,0
7634,131,9,1
7635,1419,90,0
7636,1474,54,0
7637,489,52,0
7638,1289,36,0
7639,2033,46,0
7640,1377,10,0
7641,1415,45,1
7642,1949,71,0
7643,1537,89,0
7644,538,25,0
7645,667,74,0
7646,1147,85,0
7647,1899,66,0
7648,367,66,0
7649,1928,9,1
7650,1750,38,0
7651,1460,91,0
7652,2214,76,0
7653,1653,31,0
7654,1571,50,0
7655,1055,75,0
7656,401,26,0
7657,605,71,1
7658,1905,56,0
7659,1236,48,1
7660,359,47,1
7661,1571,60,1
7662,1106,94,0
7663,1869,8,0
7664,1708,32,1
7665,897,88,0
7666,1321,46,0
7667,1969,21,1
7668,412,88,1
7669,1402,31,0
7670,1434,21,0
7671,1971,81,0
7672,1744,31,1
7673,1121,1,0
7674,2122,13,0
7675,164,92,0
7676,407,4,0
7677,1817,6,0
7678,1099,60,0
7679,1570,71,0
7680,262,47,0
7681,829,82,0
7682,941,28,1
7683,689,27,0
7684,1198,89,0
7685,1789,54,0
7686,247,92,0
7687,1316,54,1
7688,874,95,0
7689,1895,80,1
7690,671,77,0
7691,1166,43,0
7692,1824,62,1
7693,1240,27,0
7694,247,19,1
7695,618,60,0
7696,56,68,0
7697,1808,41,0
7698,491,81,1
7699,892,63,1
7700,1800,12,0
7701,92,66,0
7702,161,87,0
7703,1130,47,0
7704,1985,37,0
7705,397,41,0
7706,1314,0,1
7707,864,24,0
7708,991,59,1
7709,1279,70,0
7710,806,17,0
7711,2067,14,0
7712,1745,68,0
7713,2204,66,0
7714,185,84,0
7715,921,48,0
7716,649,16,0
7717,1287,22,1
7718,1855,67,1
7719,1845,89,0
7720,1117,25,0
7721,1764,62,0
7722,591,12,0
7723,1047,24,1
7724,179,26,1
7725,2176,6,1
7726,1699,34,1
7727,1817,31,1
7728,1315,99,0
7729,1111,87,1
7730,606,64,1
7731,1427,89,0
7732,1312,7,0
7733,1858,58,1
7734,2177,80,0
7735,952,28,0
7736,1085,49,0
7737,1447,32,0
7738,1435,74,0
7739,1453,31,1
7740,643,96,0
7741,913,56,0
7742,740,44,0
7743,432,73,0
7744,1004,41,0
7745,806,21,0
7746,1449,36,0
7747,98,37,0
7748,287,70,0
7749,266,57,0
7750,965,98,1
7751,141,10,0
7752,505,30,0
7753,1363,36,1
7754,2184,75,0
7755,1675,0,0
7756,1529,8,0
7757,226,56,0
7758,1969,85,0
7759,2157,39,1
7760,2001,77,1
7761,1466,84,0
7762,985,91,1
7763,1433,52,0
7764,1747,20,0
7765,2032,66,0
7766,1939,22,1
7767,541,47,1
7768,1008,38,1
7769,816,56,1
7770,1634,20,1
7771,1668,4,0
7772,2073,64,0
7773,921,86,1
7774,164,27,0
7775,1410,24,0
7776,756,14,1
7777,2057,23,0
7778,687,6,1
7779,697,0,1
7780,150,11,0
7781,948,54,0
7782,720,39,1
7783,2062,18,1
7784,1979,9,0
7785,862,21,0
7786,864,76,0
7787,3,20,0
7788,816,31,0
7789,419,42,0
7790,1167,43,0
7791,103,67,0
7792,164,21,0
7793,73,67,0
7794,378,17,0
7795,1830,70,0
7796,1487,20,0
7797,1789,13,0
7798,1629,42,0
7799,373,49,0
7800,2217,5,0
7801,872,68,1
7802,503,27,0
7803,1270,75,0
7804,1832,57,0
7805,1137,40,0
7806,1857,59,0
7807,1643,65,0
7808,1540,97,1
7809,1285,84,0
7810,307,78,0
7811,2072,7,1
7812,596,39,0
7813,962,87,0
7814,195,0,0
7815,2041,28,0
7816,612,90,1
7817,1739,32,0
7818,1004,27,0
7819,1917,27,1
7820,204,11,0
7821,1840,0,1
7822,2153,3,0
7823,900,56,0
7824,1322,66,0
7825,1396,95,0
7826,144,97,1
7827,1942,96,0
7828,411,78,0
7829,347,73,0
7830,2088,17,0
7831,1758,71,0
7832,2173,42,0
7833,2225,31,1
7834,261,27,0
7835,1961,50,0
7836,666,42,0
7837,1442,97,1
7838,1953,19,0
7839,2093,12,0
7840,632,13,1
7841,1875,10,0
7842,2214,74,0
7843,1497,11,0
7844,912,64,0
7845,1318,9,0
7846,640,29,0
7847,1499,30,1
7848,2235,15,1
7849,1978,58,0
7850,1744,88,1
7851,1478,43,1
7852,57,16,0
7853,1565,26,0
7854,157,21,0
7855,1987,69,0
7856,861,99,1
7857,414,14,1
7858,1201,58,0
7859,257,78,0
7860,2141,25,0
7861,804,79,0
7862,22,8,0
7863,740,11,0
7864,2005,42,1
7865,1332,61,1
7866,668,31,0
7867,352,50,0
7868,1027,36,0
7869,1574,3,0
7870,313,53,0
7871,1981,99,0
7872,479,82,0
7873,2160,57,0
7874,1547,30,0
7875,422,95,1
7876,692,56,0
7877,316,45,0
7878,141,75,0
7879,1714,19,0
7880,1005,59,0
7881,899,99,1
7882,2130,24,0
7883,1264,29,1
7884,1477,59,0
7885,1822,52,0
7886,287,55,0
7887,2139,89,1
7888,2011,25,0
7889,2160,32,0
7890,1752,64,0
7891,1829,6,0
7892,1605,22,0
7893,522,14,0
7894,857,59,0
7895,2093,89,0
7896,1818,52,0
7897,1258,56,0
7898,949,85,1
7899,1064,15,0
7900,923,76,0
7901,1343,39,0
7902,912,43,1
7903,972,65,1
7904,1264,95,1
7905,1662,64,1
7906,509,32,0
7907,532,21,0
7908,1046,87,0
7909,495,60,0
7910,1482,39,0
7911,1343,85,0
7912,1103,53,1
7913,1253,75,0
7914,682,55,1
7915,1799,65,0
7916,667,94,0
7917,1591,75,0
7918,257,99,0
7919,1175,20,0
7920,1871,63,1
7921,1958,17,0
7922,1418,82,1
7923,1481,38,1
7924,1920,4,0
7925,2071,48,0
7926,1799,61,1
7927,224,41,0
7928,515,95,0
7929,1243,12,0
7930,958,38,0
7931,1438,93,0
7932,1589,19,0
7933,1497,23,0
7934,644,36,0
7935,700,41,0
7936,714,96,0
7937,1461,58,0
7938,1689,82,0
7939,1906,21,1
7940,1107,64,0
7941,1440,65,0
7942,570,4,1
7943,1814,51,0
7944,1921,68,0
7945,732,25,0
7946,2073,14,1
7947,2222,87,1
7948,2128,93,0
7949,674,19,0
7950,667,76,0
7951,1693,9,0
7952,1275,26,0
7953,1037,22,0
7954,541,63,0
7955,1837,31,0
7956,1869,45,0
7957,488,49,0
7958,658,67,0
7959,855,91,0
7960,912,28,0
7961,528,41,0
7962,1673,80,1
7963,1491,53,1
7964,294,21,0
7965,530,51,1
7966,1742,47,0
7967,1411,12,0
7968,1637,36,0
7969,1928,80,0
7970,1813,10,0
7971,1476,66,0
7972,1037,44,0
7973,1719,49,0
7974,430,49,1
7975,630,39,1
7976,1139,61,0
7977,1349,72,0
7978,143,89,0
7979,282,54,1
7980,645,46,1
7981,668,55,1
7982,142,20,0
7983,1757,29,1
7984,1472,64,1
7985,2008,30,0
7986,1238,8,0
7987,289,23,0
7988,491,41,0
7989,595,11,0
7990,1768,90,1
7991,1656,96,0
7992,974,22,1
7993,849,18,0
7994,703,98,0
7995,1533,94,1
7996,426,19,0
7997,404,42,1
7998,816,35,0
7999,1770,12,0
8000,1735,57,0
8001,1351,98,0
8002,645,51,0
8003,279,29,0
8004,37,56,0
8005,1361,89,0
8006,1319,35,0
8007,2133,15,0
8008,2084,51,0
8009,1836,55,1
8010,319,41,0
8011,838,59,0
8012,1383,35,0
8013,425,87,0
8014,1626,56,0
8015,1586,64,0
8016,2029,57,0
8017,1794,38,1
8018,1821,41,0
8019,1067,82,0
8020,316,98,1
8021,2176,47,0
8022,1694,43,0
8023,524,39,0
8024,2078,66,0
8025,689,79,0
8026,629,69,0
8027,455,39,1
8028,323,54,0
8029,2095,76,1
8030,490,0,0
8031,507,63,0
8032,793,85,0
8033,1630,76,0
8034,945,21,1
8035,234,97,0
8036,462,64,0
8037,1010,16,0
8038,503,67,1
8039,1206,36,1
8040,950,44,0
8041,2168,25,0
8042,1553,67,0
8043,274,97,0
8044,1313,76,0
8045,1587,90,0
8046,1157,2,1
8047,1053,51,0
8048,1741,16,0
8049,842,75,0
8050,32,95,0
8051,1850,56,0
8052,1972,83,0
8053,1299,14,0
8054,855,70,0
8055,1922,73,1
8056,1910,55,0
8057,1270,13,0
8058,1669,55,0
8059,2237,92,0
8060,284,46,1
8061,2228,57,0
8062,1420,76,0
8063,2111,44,0
8064,1113,6,1
8065,251,63,0
8066,548,14,0
8067,1842,50,0
8068,1943,12,1
8069,229,74,0
8070,780,23,1
8071,775,58,0
8072,1265,43,1
8073,673,73,1
8074,284,54,0
8075,1560,38,1
8076,1364,29,0
8077,650,81,0
8078,79,52,0
8079,73,42,0
8080,944,57,1
8081,1599,66,0
8082,2192,49,1
8083,1353,23,0
8084,1345,58,1
8085,549,72,0
8086,1473,19,0
8087,1994,62,0
8088,569,35,0
8089,1216,64,0
8090,867,30,0
8091,1836,10,0
8092,857,98,0
8093,178,19,1
8094,901,56,0
8095,161,57,0
8096,107,81,1
8097,2062,26,0
8098,649,44,0
8099,1907,21,1
8100,134,12,0
8101,1853,25,1
8102,469,56,0
8103,1823,57,0
8104,1816,29,0
8105,317,43,0
8106,868,83,0
8107,634,37,1
8108,666,24,0
8109,1392,34,0
8110,1043,95,0
8111,1717,14,0
8112,1403,79,0
8113,62,11,0
8114,292,73,0
8115,908,12,1
8116,1988,45,0
8117,1633,23,0
8118,1641,87,0
8119,1398,23,0
8120,1672,50,0
8121,1447,10,0
8122,2015,3,1
8123,1803,21,1
8124,369,82,0
8125,878,66,1
8126,1125,43,0
8127,1013,73,1
8128,547,91,0
8129,365,16,0
8130,1816,50,0
8131,920,71,0
8132,1024,51,0
8133,1119,49,0
8134,2131,77,1
8135,731,29,0
8136,1442,66,0
8137,1466,67,1
8138,1463,58,0
8139,2044,28,0
8140,111,47,0
8141,602,85,1
8142,1312,91,1
8143,514,82,0
8144,659,26,0
8145,951,74,1
8146,704,79,0
8147,1106,96,0
8148,1380,99,1
8149,1027,19,0
8150,2091,5,1
8151,10,8,0
8152,1958,84,0
8153,935,99,1
8154,1908,31,0
8155,1142,32,0
8156,1197,95,0
8157,11,72,0
8158,156,55,0
8159,1927,70,0
8160,1228,65,0
8161,279,20,0
8162,326,15,0
8163,2105,45,1
8164,1087,10,0
8165,1665,11,1
8166,1290,47,0
8167,1487,80,0
8168,994,30,0
8169,225,18,0
8170,419,59,0
8171,20,68,0
8172,5,34,1
8173,501,26,0
8174,138,14,0
8175,1527,37,0
8176,1250,54,1
8177,988,87,0
8178,701,56,0
8179,316,15,0
8180,994,44,0
8181,278,78,0
8182,937,20,0
8183,1430,76,0
8184,1362,67,1
8185,1810,42,0
8186,1507,95,0
8187,319,31,0
8188,369,87,0
8189,1726,54,0
8190,2164,43,0
8191,1676,45,0
8192,1039,90,0
8193,1333,70,0
8194,240,23,0
8195,412,14,0
8196,1092,61,0
8197,1594,67,0
8198,1935,13,0
8199,348,51,0
8200,1732,75,0
8201,593,20,0
8202,290,7,0
8203,954,80,0
8204,1178,39,0
8205,228,26,0
8206,1114,31,1
8207,2096,48,0
8208,1618,4,0
8209,1308,59,0
8210,2133,3,1
8211,402,46,1
8212,1380,22,0
8213,339,89,0
8214,815,54,0
8215,1551,39,0
8216,1504,51,1
8217,743,16,1
8218,1209,35,0
8219,659,11,0
8220,891,92,0
8221,1857,11,0
8222,1523,18,0
8223,202,39,0
8224,1474,67,0
8225,1902,49,0
8226,350,68,1
8227,36,86,1
8228,659,37,1
8229,1841,57,0
8230,693,2,1
8231,1653,58,1
8232,1636,81,1
8233,2210,81,1
8234,371,13,0
8235,310,6,0
8236,966,58,0
8237,1291,67,1
8238,711,57,0
8239,345,16,0
8240,403,85,0
8241,217,67,0
8242,1174,21,0
8243,2119,35,0
8244,646,50,0
8245,948,54,0
8246,2174,78,1
8247,1127,50,1
8248,434,6,0
8249,2162,4,0
8250,63,23,1
8251,1100,27,1
8252,1715,60,0
8253,2104,19,0
8254,405,5,0
8255,1849,50,1
8256,836,34,1
8257,1160,62,0
8258,2067,10,0
8259,722,72,0
8260,1245,81,1
8261,2225,88,1
8262,22,95,1
8263,1935,17,0
8264,47,35,0
8265,2039,63,1
8266,1050,78,1
8267,1026,66,1
8268,1795,85,1
8269,489,47,1
8270,2111,17,0
8271,836,36,0
8272,204,80,0
8273,172,74,0
8274,2151,51,0
8275,1720,55,1
8276,1471,14,0
8277,1154,58,0
8278,1208,58,0
8279,617,10,0
8280,1037,24,0
8281,1837,2,0
8282,2183,29,0
8283,771,95,0
8284,2206,39,1
8285,878,89,0
8286,1798,33,1
8287,356,81,0
8288,720,79,0
8289,349,9,1
8290,1646,58,0
8291,1568,71,0
8292,1764,30,0
8293,1216,92,0
8294,1821,92,0
8295,1882,3,0
8296,1787,80,0
8297,2215,22,1
8298,527,57,0
8299,788,64,1
8300,1244,8,1
8301,1654,33,0
8302,226,49,0
8303,1579,92,0
8304,1909,88,0
8305,1158,62,1
8306,1939,87,0
8307,462,15,1
8308,1346,69,1
8309,254,44,1
8310,465,43,1
8311,111,97,1
8312,1237,37,0
8313,1819,6,1
8314,1678,93,0
8315,975,93,0
8316,688,36,1
8317,11,99,0
8318,1956,26,0
8319,354,50,0
8320,426,84,0
8321,1744,36,0
8322,1108,99,0
8323,276,2,0
8324,1421,41,0
8325,2030,54,1
8326,1113,52,1
8327,1041,32,0
8328,1951,40,1
8329,496,47,0
8330,186,60,0
8331,1138,20,0
8332,1006,17,0
8333,1585,29,0
8334,5,37,0
8335,1280,92,0
8336,2054,43,0
8337,1052,33,0
8338,1447,99,0
8339,1726,48,1
8340,623,23,0
8341,695,87,0
8342,73,72,0
8343,894,51,1
8344,1007,87,0
8345,71,16,0
8346,47,1,1
8347,1235,2,1
8348,2201,39,0
8349,612,25,1
8350,1244,45,0
8351,1483,39,1
8352,1056,7,1
8353,212,88,1
8354,1201,84,0
8355,1584,27,0
8356,1847,26,0
8357,1692,64,1
8358,179,88,1
8359,690,29,0
8360,1163,70,1
8361,2199,84,0
8362,1034,0,0
8363,1496,64,1
8364,2068,17,0
8365,824,50,0
8366,2222,13,0
8367,1146,79,0
8368,240,4,1
8369,2183,10,0
8370,2210,26,0
8371,1040,68,0
8372,1344,58,1
8373,1294,9,0
8374,255,70,0
8375,733,8,0
8376,609,19,0
8377,105,15,0
8378,452,11,0
8379,1798,14,0
8380,641,28,1
8381,1188,69,0
8382,1971,48,0
8383,225,93,0
8384,1707,41,0
8385,18,24,0
8386,1192,31,0
8387,193,2,0
8388,1697,7,0
8389,2076,49,1
8390,735,40,1
8391,1194,76,0
8392,10,69,0
8393,1328,36,1
8394,736,96,0
8395,1734,45,0
8396,343,61,0
8397,130,18,0
8398,1438,11,0
8399,740,56,0
8400,987,72,0
8401,1024,6,0
8402,1654,70,0
8403,1096,17,0
8404,1492,0,0
8405,769,24,0
8406,486,0,1
8407,1769,0,1
8408,1726,88,0
8409,314,56,0
8410,2182,27,0
8411,2053,14,0
8412,1937,97,1
8413,913,17,1
8414,222,78,1
8415,1856,12,0
8416,2044,64,1
8417,1707,8,0
8418,2145,81,1
8419,1826,23,0
8420,2035,18,0
8421,1190,98,0
8422,79,42,0
8423,407,58,0
8424,1687,19,0
8425,529,48,1
8426,141,56,0
8427,1616,7,0
8428,925,31,0
8429,485,98,0
8430,606,26,0
8431,1806,78,0
8432,317,37,0
8433,1961,23,0
8434,169,12,1
8435,1385,5,0
8436,1443,13,0
8437,606,41,1
8438,1511,93,0
8439,1490,5,0
8440,879,79,1
8441,985,7,0
8442,1740,80,1
8443,1477,30,0
8444,2019,20,0
8445,466,5,0
8446,2220,76,0
8447,1574,92,0
8448,1221,59,0
8449,1859,62,0
8450,254,12,0
8451,1977,83,1
8452,1461,40,0
8453,1429,46,1
8454,242,66,0
8455,1030,6,0
8456,632,13,0
8457,797,26,0
8458,1516,56,0
8459,203,66,0
8460,139,84,0
8461,1846,65,0
8462,1043,12,0
